,Unnamed: 0,Date,Time,Visitor_ID,Source,Browser,Page,Action,angebot_click,vorteile_click,page_view,click,month
28,28,2024-02-02,21:48:14,18,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
29,29,2024-02-02,07:03:56,19,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
30,30,2024-02-02,07:03:56,19,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
31,31,2024-02-03,12:08:10,20,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
32,32,2024-02-03,00:46:03,21,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
33,33,2024-02-03,00:56:01,22,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
34,34,2024-02-03,00:56:01,22,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
35,35,2024-02-03,15:44:48,23,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
36,36,2024-02-03,15:44:48,23,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
37,37,2024-02-03,06:47:32,24,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
38,38,2024-02-03,06:47:32,24,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
39,39,2024-02-03,20:22:50,25,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
40,40,2024-02-03,20:22:50,25,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
41,41,2024-02-04,01:40:06,26,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
42,42,2024-02-04,01:40:06,26,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
43,43,2024-02-04,01:35:54,27,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
44,44,2024-02-04,04:18:13,28,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
45,45,2024-02-04,08:02:48,29,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
46,46,2024-02-04,08:02:48,29,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
47,47,2024-02-04,03:19:13,30,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
48,48,2024-02-04,03:19:13,30,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
49,49,2024-02-04,04:39:53,31,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
50,50,2024-02-04,04:39:53,31,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
51,51,2024-02-04,12:13:33,32,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
52,52,2024-02-04,21:31:33,33,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
53,53,2024-02-04,21:31:33,33,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
54,54,2024-02-04,01:37:06,34,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
55,55,2024-02-04,08:27:00,35,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
56,56,2024-02-05,17:40:28,36,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
57,57,2024-02-05,17:40:28,36,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
58,58,2024-02-05,13:04:54,37,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
59,59,2024-02-05,15:31:42,38,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
60,60,2024-02-05,15:31:42,38,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
61,61,2024-02-05,11:21:58,39,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
62,62,2024-02-05,19:06:22,40,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
63,63,2024-02-05,19:06:22,40,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
64,64,2024-02-05,11:00:12,41,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
65,65,2024-02-05,11:00:12,41,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
66,66,2024-02-06,23:41:05,42,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
67,67,2024-02-06,23:41:05,42,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
68,68,2024-02-06,05:25:09,43,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
69,69,2024-02-06,22:02:33,44,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
70,70,2024-02-06,22:02:33,44,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
71,71,2024-02-06,21:51:51,45,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
72,72,2024-02-07,12:12:47,46,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
73,73,2024-02-07,02:33:29,47,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
74,74,2024-02-07,02:33:29,47,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
75,75,2024-02-07,03:45:13,48,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
76,76,2024-02-07,19:50:37,49,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
77,77,2024-02-07,19:50:37,49,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
78,78,2024-02-07,01:32:44,50,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
79,79,2024-02-07,01:32:44,50,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
80,80,2024-02-07,02:59:41,51,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
81,81,2024-02-07,02:59:41,51,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
82,82,2024-02-07,21:10:38,52,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
83,83,2024-02-07,21:10:38,52,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
84,84,2024-02-07,11:03:51,53,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
85,85,2024-02-07,23:24:51,54,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
86,86,2024-02-07,23:24:51,54,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
87,87,2024-02-08,07:57:21,55,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
88,88,2024-02-08,07:57:21,55,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
89,89,2024-02-08,16:21:10,56,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
90,90,2024-02-08,06:48:18,57,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
91,91,2024-02-08,06:48:18,57,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
92,92,2024-02-08,14:43:36,58,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
93,93,2024-02-08,14:43:36,58,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
94,94,2024-02-08,20:21:37,59,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
95,95,2024-02-08,20:21:37,59,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
96,96,2024-02-08,03:23:07,60,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
97,97,2024-02-08,03:23:07,60,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
98,98,2024-02-08,00:15:44,61,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
99,99,2024-02-08,00:15:44,61,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
100,100,2024-02-08,17:56:18,62,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
101,101,2024-02-08,05:03:49,63,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
102,102,2024-02-08,03:45:08,64,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
103,103,2024-02-08,03:45:08,64,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
104,104,2024-02-09,20:12:31,65,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
105,105,2024-02-09,15:46:46,66,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
106,106,2024-02-09,15:46:46,66,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
107,107,2024-02-09,23:53:06,67,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
108,108,2024-02-09,23:53:06,67,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
109,109,2024-02-09,18:15:35,68,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
110,110,2024-02-09,18:15:35,68,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
111,111,2024-02-09,21:12:16,69,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
112,112,2024-02-09,21:12:16,69,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
113,113,2024-02-10,17:22:31,70,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
114,114,2024-02-10,17:22:31,70,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
115,115,2024-02-11,03:52:24,71,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
116,116,2024-02-11,03:52:24,71,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
117,117,2024-02-11,16:11:05,72,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
118,118,2024-02-11,13:01:25,73,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
119,119,2024-02-12,10:35:00,74,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
120,120,2024-02-12,16:33:50,75,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
121,121,2024-02-12,16:33:50,75,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
122,122,2024-02-12,19:11:50,76,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
123,123,2024-02-12,19:11:50,76,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
124,124,2024-02-12,04:53:07,77,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
125,125,2024-02-12,04:53:07,77,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
126,126,2024-02-12,15:14:35,78,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
127,127,2024-02-12,20:23:40,79,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
128,128,2024-02-12,20:23:40,79,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
129,129,2024-02-12,01:42:34,80,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
130,130,2024-02-13,06:02:24,81,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
131,131,2024-02-13,05:17:17,82,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
132,132,2024-02-13,05:17:17,82,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
133,133,2024-02-13,04:55:27,83,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
134,134,2024-02-13,04:55:27,83,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
135,135,2024-02-13,18:03:01,84,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
136,136,2024-02-13,03:08:31,85,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
137,137,2024-02-14,13:06:33,86,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
138,138,2024-02-14,13:06:33,86,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
139,139,2024-02-14,05:11:58,87,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
140,140,2024-02-14,05:11:58,87,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
141,141,2024-02-14,12:26:20,88,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
142,142,2024-02-14,12:26:20,88,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
143,143,2024-02-14,06:40:54,89,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
144,144,2024-02-14,06:40:54,89,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
145,145,2024-02-14,20:02:02,90,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
146,146,2024-02-14,20:02:02,90,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
147,147,2024-02-15,10:46:24,91,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
148,148,2024-02-15,10:46:24,91,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
149,149,2024-02-15,10:51:14,92,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
150,150,2024-02-15,12:06:19,93,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
151,151,2024-02-15,12:06:19,93,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
152,152,2024-02-15,20:14:03,94,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
153,153,2024-02-15,20:14:03,94,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
154,154,2024-02-15,17:20:23,95,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
155,155,2024-02-15,17:20:23,95,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
156,156,2024-02-15,05:18:52,96,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
157,157,2024-02-15,21:56:27,97,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
158,158,2024-02-15,16:05:09,98,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
159,159,2024-02-15,03:16:50,99,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
160,160,2024-02-15,05:52:29,100,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
161,161,2024-02-16,01:51:13,101,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
162,162,2024-02-16,07:36:01,102,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
163,163,2024-02-16,07:10:28,103,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
164,164,2024-02-16,07:10:28,103,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
165,165,2024-02-16,06:26:46,104,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
166,166,2024-02-16,06:26:46,104,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
167,167,2024-02-16,01:57:41,105,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
168,168,2024-02-16,01:57:41,105,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
169,169,2024-02-16,12:40:27,106,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
170,170,2024-02-16,12:40:27,106,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
171,171,2024-02-16,19:40:49,107,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
172,172,2024-02-16,19:40:49,107,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
173,173,2024-02-17,20:55:52,108,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
174,174,2024-02-17,20:55:52,108,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
175,175,2024-02-17,15:48:59,109,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
176,176,2024-02-17,15:48:59,109,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
177,177,2024-02-17,06:43:24,110,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
178,178,2024-02-17,06:43:24,110,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
179,179,2024-02-17,09:04:13,111,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
180,180,2024-02-17,09:04:13,111,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
181,181,2024-02-17,23:19:37,112,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
182,182,2024-02-17,13:38:48,113,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
183,183,2024-02-17,19:11:33,114,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
184,184,2024-02-17,19:11:33,114,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
185,185,2024-02-18,15:08:26,115,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
186,186,2024-02-18,15:08:26,115,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
187,187,2024-02-18,00:43:03,116,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
188,188,2024-02-18,00:43:03,116,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
189,189,2024-02-18,20:59:42,117,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
190,190,2024-02-18,20:59:42,117,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
191,191,2024-02-19,02:54:22,118,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
192,192,2024-02-19,02:54:22,118,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
193,193,2024-02-19,10:41:10,119,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
194,194,2024-02-19,10:41:10,119,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
195,195,2024-02-19,09:13:26,120,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
196,196,2024-02-19,01:36:45,121,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten,1,0,0,1,2024-02-01
197,197,2024-02-19,01:36:45,121,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View,0,0,1,0,2024-02-01
198,198,2024-02-19,19:17:30,122,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern,0,1,0,1,2024-02-01
