,Date,Time,Visitor_ID,Source,Browser,Page,Action
76,2024-02-07,19:50:37,49,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
77,2024-02-07,19:50:37,49,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
78,2024-02-07,01:32:44,50,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
79,2024-02-07,01:32:44,50,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
80,2024-02-07,02:59:41,51,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
81,2024-02-07,02:59:41,51,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View
82,2024-02-07,21:10:38,52,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
83,2024-02-07,21:10:38,52,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
84,2024-02-07,11:03:51,53,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
85,2024-02-07,23:24:51,54,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
86,2024-02-07,23:24:51,54,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
87,2024-02-08,07:57:21,55,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
88,2024-02-08,07:57:21,55,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
89,2024-02-08,16:21:10,56,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
90,2024-02-08,06:48:18,57,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
91,2024-02-08,06:48:18,57,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
92,2024-02-08,14:43:36,58,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
93,2024-02-08,14:43:36,58,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
94,2024-02-08,20:21:37,59,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
95,2024-02-08,20:21:37,59,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
96,2024-02-08,03:23:07,60,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
97,2024-02-08,03:23:07,60,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
98,2024-02-08,00:15:44,61,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
99,2024-02-08,00:15:44,61,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
100,2024-02-08,17:56:18,62,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
101,2024-02-08,05:03:49,63,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
102,2024-02-08,03:45:08,64,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
103,2024-02-08,03:45:08,64,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View
104,2024-02-09,20:12:31,65,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View
105,2024-02-09,15:46:46,66,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
106,2024-02-09,15:46:46,66,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View
107,2024-02-09,23:53:06,67,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
108,2024-02-09,23:53:06,67,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View
109,2024-02-09,18:15:35,68,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
110,2024-02-09,18:15:35,68,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View
111,2024-02-09,21:12:16,69,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
112,2024-02-09,21:12:16,69,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View
113,2024-02-10,17:22:31,70,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
114,2024-02-10,17:22:31,70,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View
115,2024-02-11,03:52:24,71,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
116,2024-02-11,03:52:24,71,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
117,2024-02-11,16:11:05,72,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
118,2024-02-11,13:01:25,73,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
119,2024-02-12,10:35:00,74,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
120,2024-02-12,16:33:50,75,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
121,2024-02-12,16:33:50,75,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View
122,2024-02-12,19:11:50,76,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
123,2024-02-12,19:11:50,76,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
124,2024-02-12,04:53:07,77,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
125,2024-02-12,04:53:07,77,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
126,2024-02-12,15:14:35,78,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View
127,2024-02-12,20:23:40,79,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
128,2024-02-12,20:23:40,79,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
129,2024-02-12,01:42:34,80,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Page View
130,2024-02-13,06:02:24,81,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
131,2024-02-13,05:17:17,82,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
132,2024-02-13,05:17:17,82,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View
133,2024-02-13,04:55:27,83,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
134,2024-02-13,04:55:27,83,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
135,2024-02-13,18:03:01,84,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
136,2024-02-13,03:08:31,85,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
137,2024-02-14,13:06:33,86,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
138,2024-02-14,13:06:33,86,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View
139,2024-02-14,05:11:58,87,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
140,2024-02-14,05:11:58,87,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View
141,2024-02-14,12:26:20,88,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
142,2024-02-14,12:26:20,88,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
143,2024-02-14,06:40:54,89,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
144,2024-02-14,06:40:54,89,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
145,2024-02-14,20:02:02,90,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
146,2024-02-14,20:02:02,90,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Page View
147,2024-02-15,10:46:24,91,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
148,2024-02-15,10:46:24,91,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View
149,2024-02-15,10:51:14,92,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
150,2024-02-15,12:06:19,93,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
151,2024-02-15,12:06:19,93,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
152,2024-02-15,20:14:03,94,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
153,2024-02-15,20:14:03,94,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View
154,2024-02-15,17:20:23,95,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
155,2024-02-15,17:20:23,95,Google,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
156,2024-02-15,05:18:52,96,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View
157,2024-02-15,21:56:27,97,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View
158,2024-02-15,16:05:09,98,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
159,2024-02-15,03:16:50,99,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
160,2024-02-15,05:52:29,100,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View
161,2024-02-16,01:51:13,101,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View
162,2024-02-16,07:36:01,102,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
163,2024-02-16,07:10:28,103,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
164,2024-02-16,07:10:28,103,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
165,2024-02-16,06:26:46,104,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
166,2024-02-16,06:26:46,104,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View
167,2024-02-16,01:57:41,105,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
168,2024-02-16,01:57:41,105,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
169,2024-02-16,12:40:27,106,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
170,2024-02-16,12:40:27,106,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View
171,2024-02-16,19:40:49,107,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
172,2024-02-16,19:40:49,107,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
173,2024-02-17,20:55:52,108,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
174,2024-02-17,20:55:52,108,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
175,2024-02-17,15:48:59,109,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
176,2024-02-17,15:48:59,109,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View
177,2024-02-17,06:43:24,110,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
178,2024-02-17,06:43:24,110,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
179,2024-02-17,09:04:13,111,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
180,2024-02-17,09:04:13,111,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View
181,2024-02-17,23:19:37,112,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View
182,2024-02-17,13:38:48,113,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
183,2024-02-17,19:11:33,114,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
184,2024-02-17,19:11:33,114,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View
185,2024-02-18,15:08:26,115,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
186,2024-02-18,15:08:26,115,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View
187,2024-02-18,00:43:03,116,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
188,2024-02-18,00:43:03,116,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View
189,2024-02-18,20:59:42,117,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
190,2024-02-18,20:59:42,117,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View
191,2024-02-19,02:54:22,118,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
192,2024-02-19,02:54:22,118,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View
193,2024-02-19,10:41:10,119,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
194,2024-02-19,10:41:10,119,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View
195,2024-02-19,09:13:26,120,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View
196,2024-02-19,01:36:45,121,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
197,2024-02-19,01:36:45,121,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
198,2024-02-19,19:17:30,122,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
199,2024-02-19,19:17:30,122,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View
200,2024-02-19,09:40:48,123,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
201,2024-02-19,09:40:48,123,Referral,Safari,/de-de/nutzfahrzeuge-mieten,Page View
202,2024-02-19,15:02:08,124,Referral,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
203,2024-02-20,19:40:37,125,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
204,2024-02-20,19:40:37,125,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
205,2024-02-20,20:53:57,126,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
206,2024-02-20,11:52:13,127,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View
207,2024-02-20,15:40:07,128,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
208,2024-02-20,15:40:07,128,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View
209,2024-02-20,16:25:53,129,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
210,2024-02-20,23:40:37,130,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View
211,2024-02-21,12:17:44,131,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
212,2024-02-21,12:17:44,131,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
213,2024-02-21,04:45:10,132,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
214,2024-02-21,04:45:10,132,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View
215,2024-02-21,01:09:37,133,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View
216,2024-02-21,13:26:04,134,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
217,2024-02-21,14:15:14,135,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
218,2024-02-21,14:15:14,135,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
219,2024-02-21,11:52:30,136,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
220,2024-02-21,11:52:30,136,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View
221,2024-02-21,21:42:01,137,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
222,2024-02-21,21:42:01,137,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
223,2024-02-21,19:03:23,138,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
224,2024-02-21,19:03:23,138,Social Media,Safari,/de-de/nutzfahrzeuge-mieten,Page View
225,2024-02-21,20:47:27,139,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
226,2024-02-21,20:47:27,139,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View
227,2024-02-22,18:02:53,140,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
228,2024-02-22,21:59:27,141,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
229,2024-02-22,19:10:44,142,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
230,2024-02-22,18:32:32,143,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
231,2024-02-22,18:32:32,143,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View
232,2024-02-22,09:46:43,144,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
233,2024-02-22,09:46:43,144,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View
234,2024-02-22,05:54:47,145,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
235,2024-02-22,05:54:47,145,Social Media,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
236,2024-02-22,13:49:54,146,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
237,2024-02-22,13:49:54,146,Referral,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
238,2024-02-22,09:35:22,147,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View
239,2024-02-22,12:27:22,148,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
240,2024-02-22,12:27:22,148,Referral,Edge,/de-de/nutzfahrzeuge-mieten,Page View
241,2024-02-22,00:38:55,149,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
242,2024-02-22,00:38:55,149,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View
243,2024-02-23,03:59:09,150,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
244,2024-02-23,03:59:09,150,Direct,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
245,2024-02-23,06:38:46,151,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View
246,2024-02-23,05:38:54,152,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
247,2024-02-23,05:38:54,152,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View
248,2024-02-23,08:00:27,153,Google,Safari,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
249,2024-02-23,08:00:27,153,Google,Safari,/de-de/nutzfahrzeuge-mieten,Page View
250,2024-02-23,19:06:35,154,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
251,2024-02-23,19:06:35,154,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
252,2024-02-23,18:38:07,155,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
253,2024-02-23,18:38:07,155,Google,Chrome,/de-de/nutzfahrzeuge-mieten,Page View
254,2024-02-23,12:51:51,156,Google,Edge,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
255,2024-02-23,12:51:51,156,Google,Edge,/de-de/nutzfahrzeuge-mieten,Page View
256,2024-02-23,16:07:23,157,Direct,Edge,/de-de/nutzfahrzeuge-mieten,Page View
257,2024-02-23,13:41:42,158,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
258,2024-02-23,13:41:42,158,Direct,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
259,2024-02-24,17:53:33,159,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Click: Angebot erhalten
260,2024-02-24,17:53:33,159,Direct,Safari,/de-de/nutzfahrzeuge-mieten,Page View
261,2024-02-24,13:36:57,160,Social Media,Edge,/de-de/nutzfahrzeuge-mieten,Page View
262,2024-02-24,22:09:57,161,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Click: Vorteile sichern
263,2024-02-24,22:09:57,161,Social Media,Firefox,/de-de/nutzfahrzeuge-mieten,Page View
